Lieu de prêt,Emplacement,"Nb prêt
01/09/17","Nb prêt
02/09/17","Nb prêt
04/09/17","Nb prêt
05/09/17","Nb prêt
06/09/17","Nb prêt
07/09/17","Nb prêt
08/09/17","Nb prêt
09/09/17","Nb prêt
11/09/17","Nb prêt
12/09/17","Nb prêt
13/09/17","Nb prêt
14/09/17","Nb prêt
15/09/17","Nb prêt
16/09/17","Nb prêt
18/09/17","Nb prêt
19/09/17","Nb prêt
20/09/17","Nb prêt
21/09/17","Nb prêt
22/09/17","Nb prêt
23/09/17","Nb prêt
25/09/17","Nb prêt
26/09/17","Nb prêt
27/09/17","Nb prêt
28/09/17","Nb prêt
29/09/17","Nb prêt
30/09/17"
TOTAL                    ,                   ,1153,1143,119,1008,2525,625,941,2556,290,780,2698,602,993,2133,297,1071,2429,518,959,1763,347,1081,2663,573,1199,2313
Bourg                    ,TOTAL              ,169,0,0,130,435,0,133,0,0,135,346,0,223,0,0,92,439,0,149,0,0,189,445,0,286,0
                         ,ALBUMS             ,49,0,0,17,161,0,24,0,0,10,88,0,85,0,0,41,117,0,57,0,0,55,106,0,77,0
                         ,ARTS               ,0,0,0,0,5,0,0,0,0,0,4,0,1,0,0,0,4,0,4,0,0,4,8,0,2,0
                         ,GRAPHISME          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
                         ,BD ADULTES         ,2,0,0,0,14,0,9,0,0,20,14,0,0,0,0,0,10,0,7,0,0,13,4,0,11,0
                         ,BD JEUNESSE        ,22,0,0,45,71,0,22,0,0,22,60,0,30,0,0,15,121,0,8,0,0,31,117,0,42,0
                         ,CINEMA ADULTES     ,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
                         ,CINEMA JEUNESSE    ,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
                         ,DANSE              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
                         ,GEOGRAPHIE         ,4,0,0,0,3,0,3,0,0,3,5,0,2,0,0,0,10,0,3,0,0,4,6,0,8,0
                         ,HISTOIRE           ,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,5,0,1,0
                         ,INFORMATIQUE       ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
                         ,JEUX D'EXERCICES   ,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
                         ,JEUX A REGLES      ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
                         ,JEUX SYMBOLIQUES   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
                         ,JEUX VIDEO         ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
                         ,LANGUES            ,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,1,0,2,0
                         ,LETTRES            ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
                         ,LITTERATURE        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
                         ,LOISIRS CREATIFS   ,0,0,0,0,6,0,4,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,5,0,5,0
                         ,MUSIQUE ADULTES    ,15,0,0,0,18,0,1,0,0,13,11,0,5,0,0,0,6,0,13,0,0,5,19,0,20,0
                         ,MUSIQUE JEUNESSE   ,0,0,0,0,1,0,1,0,0,0,4,0,8,0,0,2,4,0,1,0,0,1,1,0,4,0
                         ,PHILOSOPHIE        ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0
                         ,PRESSE             ,20,0,0,8,22,0,25,0,0,1,46,0,6,0,0,6,34,0,1,0,0,14,46,0,21,0
                         ,PSYCHOLOGIE        ,2,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0
                         ,RELIGIONS          ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
                         ,ROMANS ADULTES     ,35,0,0,29,41,0,25,0,0,36,45,0,47,0,0,19,39,0,22,0,0,35,56,0,30,0
                         ,ROMANS JEUNESSE    ,9,0,0,23,51,0,10,0,0,19,47,0,28,0,0,1,51,0,21,0,0,2,38,0,37,0
                         ,SCIENCES           ,2,0,0,0,6,0,0,0,0,1,6,0,0,0,0,2,11,0,2,0,0,3,2,0,7,0
                         ,SOCIETE            ,3,0,0,7,4,0,0,0,0,3,3,0,0,0,0,0,4,0,4,0,0,12,3,0,9,0
                         ,SPORTS ET LOISIRS  ,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0
                         ,VIE PRATIQUE       ,2,0,0,0,13,0,5,0,0,0,6,0,8,0,0,1,11,0,0,0,0,0,15,0,5,0
                         ,THEATRE            ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haute-Chaussée           ,TOTAL              ,6,0,0,0,53,22,7,0,0,2,41,16,10,0,0,0,49,0,21,0,3,0,62,1,9,0
                         ,BD ADULTES         ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,GEOGRAPHIE         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
                         ,JEUX D'ASSEMBLAGE  ,0,0,0,0,12,3,1,0,0,0,9,1,0,0,0,0,4,0,4,0,0,0,8,0,0,0
                         ,JEUX D'EXERCICES   ,0,0,0,0,9,0,0,0,0,0,6,5,3,0,0,0,15,0,0,0,0,0,9,0,3,0
                         ,JEUX A REGLES      ,4,0,0,0,13,12,4,0,0,2,22,7,6,0,0,0,16,0,9,0,2,0,22,0,3,0
                         ,JEUX SYMBOLIQUES   ,1,0,0,0,15,4,0,0,0,0,3,0,1,0,0,0,8,0,2,0,0,0,14,1,1,0
                         ,JEUX VIDEO         ,1,0,0,0,3,1,2,0,0,0,1,3,0,0,0,0,6,0,6,0,0,0,7,0,2,0
                         ,PRESSE             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
                         ,ROMANS ADULTES     ,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles-Gautier-Hermeland,TOTAL              ,530,1058,14,591,1345,406,528,2118,8,244,1408,465,533,1741,9,580,1004,399,404,1440,1,538,1095,456,594,1935
                         ,ALBUMS             ,66,142,0,39,275,46,49,286,1,9,257,108,76,273,0,89,164,44,63,198,0,51,204,65,60,280
                         ,ARTS               ,3,14,0,7,21,5,15,20,0,4,20,5,11,14,0,16,11,20,16,21,0,21,12,4,6,25
                         ,GRAPHISME          ,0,5,0,2,7,2,1,15,0,3,11,0,2,5,1,6,3,0,2,1,0,8,3,2,4,6
                         ,BD ADULTES         ,31,63,4,51,59,23,32,173,0,20,69,20,36,88,5,34,49,11,24,47,0,36,39,62,35,151
                         ,BD JEUNESSE        ,88,156,1,81,169,25,55,347,0,10,262,27,44,352,3,46,189,26,59,247,0,45,169,38,34,302
                         ,CINEMA ADULTES     ,31,112,0,66,39,22,57,199,1,18,53,39,30,119,0,51,53,34,46,98,1,53,49,45,60,160
                         ,CINEMA JEUNESSE    ,18,32,0,15,61,12,32,81,0,0,70,15,20,73,0,12,36,10,5,41,0,10,49,6,28,56
                         ,CINEMA             ,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,1,0,2,1,0,0,4,0,2,0
                         ,DANSE              ,2,7,1,8,56,0,0,5,0,4,6,5,1,1,0,0,4,1,0,1,0,3,4,0,0,22
                         ,GEOGRAPHIE         ,18,1,1,2,11,9,16,14,0,5,17,10,15,26,0,9,10,10,11,23,0,13,13,15,26,23
                         ,HISTOIRE           ,4,7,0,5,29,3,25,31,0,1,19,6,7,35,0,3,11,7,5,9,0,6,14,4,3,15
                         ,INFORMATIQUE       ,2,3,0,6,1,0,2,15,0,5,10,5,5,5,0,7,1,5,3,10,0,5,1,4,5,22
                         ,JEUX D'ASSEMBLAGE  ,3,19,1,2,14,1,2,26,0,4,14,4,4,29,0,8,6,0,3,24,0,1,9,5,12,17
                         ,JEUX D'EXERCICES   ,9,10,0,3,9,3,0,14,0,1,7,7,5,11,0,8,10,3,5,5,0,4,12,5,6,7
                         ,LIVRES SUR LES JEUX,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
                         ,JEUX A REGLES      ,7,28,0,14,53,19,6,73,1,0,50,13,15,52,0,7,42,17,4,39,0,9,52,6,14,49
                         ,JEUX SYMBOLIQUES   ,3,19,0,2,18,4,7,18,0,0,13,3,5,13,0,16,22,3,2,17,0,6,27,3,6,15
                         ,JEUX VIDEO         ,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
                         ,LANGUES            ,1,1,0,3,14,2,6,10,0,4,16,8,2,6,0,5,5,7,0,9,0,3,3,6,2,8
                         ,LITTERATURE        ,0,2,0,2,3,2,0,5,0,0,10,0,1,8,0,2,0,0,0,3,0,7,5,0,1,1
                         ,LOISIRS CREATIFS   ,1,6,0,3,25,8,4,17,0,1,15,3,12,14,0,2,9,4,4,19,0,10,16,8,2,33
                         ,MUSIQUE ADULTES    ,39,79,0,57,68,30,56,258,0,32,67,19,20,142,0,35,38,35,23,150,0,25,104,29,55,218
                         ,MUSIQUE            ,0,7,0,0,2,1,1,6,0,0,0,0,0,3,0,1,2,2,0,3,0,0,1,3,2,1
                         ,MUSIQUE JEUNESSE   ,4,23,0,3,30,6,3,11,0,4,12,7,4,24,0,10,14,0,4,31,0,3,18,3,6,30
                         ,PHILOSOPHIE        ,2,16,0,15,4,5,4,9,0,0,8,8,3,21,0,1,10,4,9,7,0,10,9,4,4,5
                         ,PRESSE             ,17,29,0,13,19,8,10,46,0,6,41,16,21,44,0,21,25,14,13,54,0,37,18,23,31,61
                         ,FONDS PRO          ,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0
                         ,PSYCHOLOGIE        ,15,8,0,8,10,13,8,15,0,6,5,3,6,5,0,4,11,5,1,19,0,10,2,9,2,19
                         ,RELIGIONS          ,0,0,0,1,11,9,2,5,0,0,4,2,6,1,0,1,0,3,2,7,0,1,7,0,0,3
                         ,ROMANS ADULTES     ,54,120,3,100,104,67,48,130,0,54,118,49,85,116,0,86,95,83,44,148,0,96,92,52,129,153
                         ,ROMANS JEUNESSE    ,66,69,0,23,103,34,13,115,0,3,131,18,39,106,0,20,61,15,14,79,0,7,48,12,10,89
                         ,SCIENCES           ,8,14,0,2,37,9,2,44,0,1,24,11,9,45,0,18,34,8,10,34,0,4,38,1,15,49
                         ,SOCIETE            ,16,17,0,15,27,9,20,27,0,7,38,16,22,19,0,5,16,6,10,29,0,22,20,4,6,29
                         ,SPORTS ET LOISIRS  ,1,5,0,4,2,2,1,15,0,0,5,0,3,12,0,3,4,2,0,9,0,0,1,1,0,6
                         ,VIE PRATIQUE       ,16,23,3,18,40,26,17,79,5,6,21,22,17,53,0,17,36,7,4,51,0,24,39,35,23,61
                         ,THEATRE            ,5,20,0,18,22,1,34,6,0,36,10,12,4,23,0,37,31,11,16,6,0,7,12,2,2,18
                         ,VERSION ORIGINALE  ,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
                         ,xx                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Bellevue                 ,TOTAL              ,213,0,105,41,433,0,176,0,282,266,619,1,108,0,281,245,634,4,179,0,342,240,640,0,180,0
                         ,ALBUMS             ,53,0,9,1,92,0,5,0,54,64,192,0,27,0,37,51,177,4,32,0,83,59,131,0,49,0
                         ,ARTS               ,1,0,1,0,1,0,3,0,2,8,10,0,0,0,2,2,0,0,3,0,1,3,4,0,1,0
                         ,GRAPHISME          ,0,0,0,0,2,0,1,0,2,0,5,0,0,0,1,0,1,0,1,0,0,2,0,0,1,0
                         ,BD ADULTES         ,20,0,13,0,8,0,34,0,6,17,8,0,7,0,13,5,18,0,0,0,35,8,11,0,15,0
                         ,BD JEUNESSE        ,45,0,9,9,97,0,47,0,65,44,118,0,9,0,64,67,156,0,36,0,67,64,174,0,30,0
                         ,CINEMA ADULTES     ,8,0,14,0,28,0,4,0,18,18,25,0,8,0,13,4,19,0,12,0,7,7,20,0,7,0
                         ,CINEMA JEUNESSE    ,11,0,3,3,22,0,12,0,14,13,18,0,7,0,24,6,31,0,3,0,3,2,42,0,3,0
                         ,DANSE              ,0,0,1,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0
                         ,GEOGRAPHIE         ,2,0,0,0,6,0,1,0,3,8,4,0,1,0,4,1,5,0,4,0,1,0,2,0,2,0
                         ,HISTOIRE           ,1,0,2,0,0,0,0,0,0,2,5,0,1,0,1,3,6,0,1,0,2,0,5,0,5,0
                         ,INFORMATIQUE       ,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,3,1,1,0,0,0
                         ,JEUX D'ASSEMBLAGE  ,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,LIVRES SUR LES JEUX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
                         ,JEUX A REGLES      ,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
                         ,JEUX SYMBOLIQUES   ,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,JEUX VIDEO         ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
                         ,LANGUES            ,6,0,2,0,0,0,3,0,1,4,0,0,2,0,1,6,5,0,0,0,0,0,6,0,0,0
                         ,LITTERATURE        ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,2,0,1,0
                         ,LOISIRS CREATIFS   ,2,0,0,0,2,0,2,0,0,2,0,0,1,0,0,2,3,0,0,0,2,1,3,0,0,0
                         ,MUSIQUE ADULTES    ,1,0,2,2,9,0,0,0,17,5,12,0,2,0,2,0,3,0,6,0,14,3,3,0,1,0
                         ,MUSIQUE JEUNESSE   ,6,0,2,0,8,0,3,0,3,14,13,0,4,0,5,3,7,0,3,0,0,4,8,0,3,0
                         ,PHILOSOPHIE        ,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,5,0,0,6,2,0,3,0
                         ,PRESSE             ,5,0,0,0,33,0,20,0,4,4,56,0,4,0,33,11,29,0,11,0,25,16,55,0,13,0
                         ,FONDS PRO          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
                         ,PSYCHOLOGIE        ,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,2,4,0,0,0,1,2,1,0,1,0
                         ,RELIGIONS          ,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0
                         ,ROMANS ADULTES     ,24,0,27,21,37,0,25,0,32,22,43,1,14,0,27,26,32,0,34,0,24,25,19,0,14,0
                         ,ROMANS JEUNESSE    ,14,0,12,3,55,0,9,0,42,20,77,0,10,0,33,38,98,0,21,0,39,18,108,0,19,0
                         ,SCIENCES           ,7,0,0,0,7,0,1,0,6,11,13,0,1,0,3,4,10,0,2,0,6,2,17,0,3,0
                         ,SOCIETE            ,2,0,1,0,6,0,3,0,2,2,3,0,2,0,5,2,14,0,1,0,7,2,7,0,2,0
                         ,SPORTS ET LOISIRS  ,0,0,1,0,2,0,1,0,0,0,1,0,0,0,4,2,3,0,1,0,10,1,1,0,1,0
                         ,VIE PRATIQUE       ,4,0,2,2,9,0,2,0,6,6,9,0,1,0,5,3,8,0,1,0,8,11,17,0,6,0
                         ,THEATRE            ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La Ludothèque            ,TOTAL              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
                         ,JEUX A REGLES      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gao Xingjian - Sillon    ,TOTAL              ,235,85,0,246,259,197,97,438,0,133,284,120,119,392,7,154,303,115,206,323,1,114,421,116,130,377
                         ,ALBUMS             ,40,21,0,70,55,88,20,59,0,30,79,29,31,78,5,19,70,25,88,42,0,27,115,25,32,71
                         ,ARTS               ,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
                         ,GRAPHISME          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
                         ,BD ADULTES         ,4,8,0,11,14,9,11,47,0,9,10,5,10,49,0,20,18,15,24,67,0,1,35,1,7,10
                         ,BD JEUNESSE        ,67,12,0,14,55,34,10,100,0,18,27,4,16,64,0,23,49,5,19,61,0,6,87,11,2,82
                         ,CINEMA ADULTES     ,1,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,1,2,3,4,0,0,0,8,2,0
                         ,CINEMA JEUNESSE    ,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
                         ,CINEMA             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
                         ,GEOGRAPHIE         ,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,8
                         ,HISTOIRE           ,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
                         ,INFORMATIQUE       ,0,0,0,6,9,0,0,2,0,1,4,0,0,0,0,9,2,0,0,0,0,0,2,0,2,0
                         ,JEUX D'ASSEMBLAGE  ,0,0,0,5,1,0,0,1,0,1,0,0,1,2,0,1,2,0,1,0,0,2,5,0,2,1
                         ,JEUX D'EXERCICES   ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
                         ,JEUX A REGLES      ,11,3,0,27,6,7,11,29,0,14,20,7,6,36,0,14,15,6,5,37,0,4,18,5,4,50
                         ,JEUX SYMBOLIQUES   ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
                         ,JEUX VIDEO         ,11,3,0,5,4,4,1,21,0,1,13,4,7,9,0,1,16,3,4,16,0,10,6,4,5,12
                         ,LANGUES            ,1,4,0,6,1,3,5,6,0,4,4,16,1,2,0,5,2,4,3,7,0,0,2,4,9,3
                         ,LITTERATURE        ,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
                         ,LOISIRS CREATIFS   ,6,2,0,6,4,2,0,1,0,4,4,1,0,4,0,5,6,4,5,2,0,1,4,0,3,2
                         ,MUSIQUE ADULTES    ,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
                         ,MUSIQUE JEUNESSE   ,0,2,0,0,4,5,0,0,0,1,0,0,1,0,0,5,4,0,2,0,0,0,1,1,2,1
                         ,PHILOSOPHIE        ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
                         ,PRESSE             ,3,0,0,27,8,5,0,17,0,7,6,5,1,30,0,2,29,6,6,15,1,21,27,2,4,19
                         ,FONDS PRO          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
                         ,PSYCHOLOGIE        ,8,0,0,5,5,3,0,3,0,1,17,3,1,2,0,7,2,2,1,1,0,0,4,3,0,1
                         ,RELIGIONS          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
                         ,ROMANS ADULTES     ,37,11,0,44,39,12,33,39,0,19,39,20,21,28,0,13,35,22,21,17,0,8,22,33,34,50
                         ,ROMANS JEUNESSE    ,26,2,0,9,23,18,3,73,0,4,46,16,13,57,2,14,40,10,8,33,0,25,62,9,6,38
                         ,SCIENCES           ,2,0,0,0,4,2,0,12,0,2,1,0,1,10,0,1,0,1,3,2,0,5,6,3,1,12
                         ,SOCIETE            ,1,1,0,0,16,0,3,7,0,5,7,3,3,7,0,4,2,4,0,7,0,0,10,1,8,1
                         ,SPORTS ET LOISIRS  ,2,4,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0
                         ,VIE PRATIQUE       ,12,10,0,3,7,1,0,14,0,6,4,4,1,14,0,7,6,2,6,12,0,3,9,6,6,15
                         ,THEATRE            ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
